quoteid,purchasecmpny,dept,reroutersncode,reroutersntxt,reroutecmnt,reroutelastchngts,reroutecmnt_cln
12255861,1001,14,13,IPR Concern,"IPR Concern; Per Michael Durfey, this product will not have the Tritan name on the product or on the labeling or display. Please remove the word Tritan from the Product Description, Common Name, material breakdown and anywhere else it appears in this quote.",2018-12-27 22:47:57.0,per michael durfey product tritan name product labeling display remove word tritan product description common name material breakdown anywhere else appear quote
12255861,1001,14,13,IPR Concern,"IPR Concern; Per Michael Durfey, this product will not have the Tritan name on the product or on the labeling or display. Please remove the word Tritan from the Product Description, Common Name, material breakdown and anywhere else it appears in this quote.",2018-12-27 22:47:57.0,per michael durfey product tritan name product labeling display remove word tritan product description common name material breakdown anywhere else appear quote
11625196,1001,74,13,IPR Concern,IPR Concern; A trademark letter is required for use of the Pioneer Woman brand.,2018-12-27 15:44:09.0,trademark letter required pioneer woman brand
12481578,1001,7,13,IPR Concern,IPR Concern; The trademark letter for Vinnic is about to expire. Please provide an updated letter. 12/21/18 JJ,2018-12-27 14:04:14.0,trademark letter vinnic expire provide updated letter
12481578,1001,7,13,IPR Concern,IPR Concern; The trademark letter for Vinnic is about to expire. Please provide an updated letter. 12/19/18 JJ,2018-12-27 14:04:14.0,trademark letter vinnic expire provide updated letter
11659642,1001,46,13,IPR Concern,"IPR Concern; Shimmer and Shine trademark letter does not cover bath products for Shimmer and Shine (only Bubble Guppies and TMNT), please attach updated letter",2018-12-24 00:48:52.0,shimmer shine trademark letter cover bath product shimmer shine bubble guppy tmnt attach updated letter
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
12375379,1001,14,13,IPR Concern,"IPR Concern; please provide a document that clarifies the relationship between Rubbermaid, the owner of the Bubba brand, and the supplier in the quote ",2018-12-21 17:16:23.0,provide document clarify relationship rubbermaid owner bubba brand supplier quote
11721778,1001,94,13,IPR Concern,"IPR Concern; ?Include trade mark letter for Sweet Enchantment this is trademark by International Fruit Genetics, Inc. ",2018-12-21 16:00:01.0,include trade mark letter sweet enchantment trademark international fruit genetic inc
12474248,1001,94,13,IPR Concern,"IPR Concern; The Red Lion variety is trademarked. Please verify if it will actually be used. If so, a trademark release letter is required. ",2018-12-21 13:51:24.0,red lion variety trademarked verify actually used trademark release letter required
11718876,1001,94,13,IPR Concern,IPR Concern; Please verify the varieties. ,2018-12-20 23:47:57.0,verify variety
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12419623,1001,63,13,IPR Concern,IPR Concern; Please attach the Tritan Trademark Release Letter to each product. ,2018-12-20 23:29:15.0,attach tritan trademark release letter product
12480027,1001,7,13,IPR Concern,IPR Concern; The trademark letter provided for Marvel is about to expire. Please provide an updated letter. 12/19/18 JJ,2018-12-20 14:36:09.0,trademark letter provided marvel expire provide updated letter
12480037,1001,7,13,IPR Concern,"IPR Concern; The trademark letter for Marvel is about to expire, please provide an updated letter 12/19/18 JJ",2018-12-20 14:36:08.0,trademark letter marvel expire provide updated letter
12479758,1001,7,13,IPR Concern,IPR Concern; The trademark letter provided for Marvel is about to expire. Please provide an updated letter. 12/19/18 JJ,2018-12-20 14:36:08.0,trademark letter provided marvel expire provide updated letter
12197883,1001,14,13,IPR Concern,IPR Concern; Needing a TML for Tritan plastics JCB,2018-12-20 13:57:36.0,needing tml tritan plastic jcb
12197883,1001,14,13,IPR Concern,IPR Concern; Needing a TML for Tritan plastics JCB,2018-12-20 13:57:36.0,needing tml tritan plastic jcb
12197883,1001,14,13,IPR Concern,IPR Concern; Needing a TML for Tritan plastics JCB,2018-12-20 13:57:36.0,needing tml tritan plastic jcb
11705418,1001,94,13,IPR Concern,IPR Concern; Include trademark letter for the variety Midnight Beauty this is trademark by SUN WORLD INTERNATIONAL.,2018-12-19 16:34:54.0,include trademark letter variety midnight beauty trademark sun world international
12304394,1001,16,13,IPR Concern,IPR Concern; Please attach a Trademark release letter allowing AMERICAN FIRE GLASS to use Duraflame.,2018-12-19 04:38:10.0,attach trademark release letter allowing american fire glass duraflame
12404973,1001,9,13,IPR Concern,IPR Concern; please verify if camo is trademarked,2018-12-19 02:03:25.0,verify camo trademarked
12154750,1001,9,13,IPR Concern,IPR Concern; Label,2018-12-19 01:50:33.0,label
11528432,1001,10,13,IPR Concern,"IPR Concern; -Packaging description should be changed to Oxi Clean. If Oxi Clean isn't available, please let me know so we can get it added. -Provide a TML signed and dated from an officer of Church & Dwight Co, Inc., authorizing Carrand Companies Inc to use the Oxi Clean trademark.",2018-12-18 20:25:18.0,packaging description changed oxi clean oxi clean available let know get added provide tml signed dated officer church dwight inc authorizing carrand company inc oxi clean trademark
11528432,1001,10,13,IPR Concern,IPR Concern; I do not see a trademark letter authorizing the use of the Oxi-Clean trademark attached to quote. What is the hold-up with obtaining this letter?,2018-12-18 20:25:18.0,see trademark letter authorizing oxi clean trademark attached quote hold obtaining letter
12303855,1001,16,13,IPR Concern,IPR Concern; Please correct the Brand. Vendor Labeling is no longer accepted. ,2018-12-18 16:33:08.0,correct brand vendor labeling longer accepted
12425460,1001,10,13,IPR Concern,IPR Concern; Please obtain the correct Trademark Release Letter ,2018-12-18 15:50:01.0,obtain correct trademark release letter
12425466,1001,10,13,IPR Concern,IPR Concern; Please obtain the correct Trademark Release letter,2018-12-18 15:50:01.0,obtain correct trademark release letter
12425462,1001,10,13,IPR Concern,"IPR Concern; Trademark release letter for Genuine Dickies does not list Walmart as the Importer of Record. Also, the factory on quote is not on the Approved Factories. Please obtain and attach updated Trademark Release Letter",2018-12-18 15:50:01.0,trademark release letter genuine dicky list walmart importer record also factory quote approved factory obtain attach updated trademark release letter
12420377,1001,94,13,IPR Concern,"IPR Concern; Red diamond is still listed as a variety. This is trademarked, a trademark release letter must be attached if this variety is used",2018-12-18 15:47:07.0,red diamond still listed variety trademarked trademark release letter must attached variety used
12479881,1001,72,13,IPR Concern,IPR Concern; DONGGUAN KECHENDA ELECTRONIC TECHNOLOGY CO LTD is not registered on Apple's MFI list approved to use lightning cable. Please provide some documentation showing supplier has approval to use.,2018-12-18 13:51:15.0,dongguan kechenda electronic technology ltd registered apple mfi list approved lightning cable provide documentation showing supplier approval
12245207,1001,25,13,IPR Concern,IPR Concern; The shoes product description indicates WN and the brand name indicated is also Wonder Nation. The picture in the quotes shows Garanimals brand on the inside of the footwear. What is the correct brand name of this footwear? ,2018-12-17 13:06:18.0,shoe product description indicate brand name indicated also wonder nation picture quote show garanimal brand inside footwear correct brand name footwear
12274273,1001,63,13,IPR Concern,IPR Concern; WBENC Certificate expires before entry date,2018-12-15 15:25:21.0,wbenc certificate expire entry date
12274273,1001,63,13,IPR Concern,IPR Concern; Please be advised this quote has been rerouted. Women Owned is trademarked and supplier will need to provide a trademark letter authorizing the use of this trademark. Can you also please specify what part of the grill uses batteries?,2018-12-15 15:25:21.0,advised quote rerouted woman owned trademarked supplier need provide trademark letter authorizing trademark also specify part grill use battery
12161790,1001,16,13,IPR Concern,"IPR Concern; Please attach Trademark Release Letter for ""Bakelite"". It needs to be on Union Carbide Letterhead and signed by an officer of that company.Â ",2018-12-15 11:41:32.0,attach trademark release letter bakelite need union carbide letterhead signed officer company
11462948,1001,3,13,IPR Concern,IPR Concern; ?	Please attach use authorization release for Pink Light,2018-12-15 09:02:43.0,attach authorization release pink light
12094517,1001,63,13,IPR Concern,IPR Concern; Please see email for missing Copyright Release.,2018-12-15 08:30:11.0,see email missing copyright release
12094517,1001,63,13,IPR Concern,IPR Concern; STUDY TIME & CUPCAKES TML missing.,2018-12-15 08:30:11.0,study time cupcake tml missing
12094517,1001,63,13,IPR Concern,IPR Concern; Please attach a list of all trademarked artists and the corresponding puzzle. ,2018-12-15 08:30:11.0,attach list trademarked artist corresponding puzzle
11840606,1001,71,13,IPR Concern,"IPR Concern; The Living and More brand i8s owned by Gesin USA Inc. Please attach a trademark authorization letter to the quote from Gesin, that is on Gesin letterhead, is dated, and references the supplier in the quote as being authrorized to use this brand name on this product. ",2018-12-15 06:43:51.0,living brand owned gesin usa inc attach trademark authorization letter quote gesin gesin letterhead dated reference supplier quote authrorized brand name product
11282243,1001,3,13,IPR Concern,IPR Concern; ?	Please attach trademark use authorization for Pink Light Designs - Be Chic Collection,2018-12-15 00:49:00.0,attach trademark authorization pink light design chic collection
12156225,1001,9,13,IPR Concern,IPR Concern; Label,2018-12-14 23:15:09.0,label
12143940,1001,71,13,IPR Concern,IPR Concern; 16Jul2018 TT. The material breakdown is still showing Tencel Lyocell and a trademark letter will need to be provided before the quotes can pass through.,2018-12-14 13:35:36.0,jul material breakdown still showing tencel lyocell trademark letter need provided quote pass
12143952,1001,71,13,IPR Concern,IPR Concern; 16Jul2018 TT. The material breakdown is still showing Tencel Lyocell and a trademark letter will need to be provided before the quotes can pass through.,2018-12-14 12:58:20.0,jul material breakdown still showing tencel lyocell trademark letter need provided quote pass
11862758,1001,11,13,IPR Concern,IPR Concern; Please provide trademark release letter for Spiderman.,2018-12-14 11:16:42.0,provide trademark release letter spiderman
11862758,1001,11,13,IPR Concern,"IPR Concern; FAMA expired on 5/31/18 for Spiderman, please provide updated letter.",2018-12-14 11:16:42.0,fama expired spiderman provide updated letter
11245380,1001,74,13,IPR Concern,"IPR Concern; vendor labeling in not acceptable in Brand name, see email sent. TML may be required",2018-12-14 05:41:15.0,vendor labeling acceptable brand name see email sent tml may required
12171196,1001,7,13,IPR Concern,IPR Concern; Missing trademark letter,2018-12-14 03:36:53.0,missing trademark letter
12429820,1001,9,13,IPR Concern,IPR Concern; Packaging/Hangtag,2018-12-13 17:44:30.0,packaging hangtag
12450998,1001,7,13,IPR Concern,IPR Concern; IPR update required.,2018-12-13 16:35:01.0,ipr update required
12450998,1001,7,13,IPR Concern,IPR Concern; Please attach a trademark use authorization for Toy Story 4 for Fisher Price Mattel and Foshan City Nanhai. Current attachment does not include Toy Story.,2018-12-13 16:35:01.0,attach trademark authorization toy story fisher price mattel foshan city nanhai current attachment include toy story
11618735,1001,3,13,IPR Concern,IPR Concern; Please attach a picture of the safe and any packaging. Please update material breakdown to reflect the battery. Please attach a battery authorization giving the supplier permission to use the battery. ,2018-12-13 11:44:47.0,attach picture safe packaging update material breakdown reflect battery attach battery authorization giving supplier permission battery
11386994,1001,16,13,IPR Concern,"IPR Concern; Picture of the battery is required.   If trademark is owned by anyone other than the supplier, a trademark letter will be required",2018-12-13 06:05:42.0,picture battery required trademark owned anyone supplier trademark letter required
12337255,1001,7,13,IPR Concern,IPR Concern; The trademark letter for Mattel is about to expire. Please provide an updated letter. 11/27/18 JJ,2018-12-12 23:05:00.0,trademark letter mattel expire provide updated letter
12249693,1001,7,13,IPR Concern,IPR Concern; Daring Contest is owned by Tee Turtle. Please provide a trademark letter giving AD Magic permission to distribute Daring Contest. 09/04/18 JJ,2018-12-12 19:09:14.0,daring contest owned tee turtle provide trademark letter giving magic permission distribute daring contest
12389937,1001,16,13,IPR Concern,IPR Concern; Make sure the correct brand is with the correct UPC,2018-12-12 19:02:15.0,make sure correct brand correct upc
12389962,1001,16,13,IPR Concern,IPR Concern; Please update the brand name. ,2018-12-12 18:49:35.0,update brand name
12389962,1001,16,13,IPR Concern,IPR Concern; Please make sure that the brand name matches the correct UPC. ,2018-12-12 18:49:35.0,make sure brand name match correct upc
12135295,1001,24,13,IPR Concern,"IPR Concern; If the U.S. garments will have zippers in them that have the SCOVALL name on them, we will need a trademark authorization letter from SCOVALL authorizing the supplier in the quote to have the SCOVALL brand name on the zippers.",2018-12-12 18:49:15.0,garment zipper scovall name need trademark authorization letter scovall authorizing supplier quote scovall brand name zipper
12135259,1001,33,13,IPR Concern,"IPR Concern; if the United States garments will have zippers in them that have the SCOVALL name on them, we will need a trademark authorization letter from SCOVALL authorizing the supplier in the quote to have the SCOVALL brand name on the zippers.",2018-12-12 18:49:15.0,united state garment zipper scovall name need trademark authorization letter scovall authorizing supplier quote scovall brand name zipper
12162589,1001,16,13,IPR Concern,IPR Concern; The Packaging Description lists the brand as OFF. The packaging and vendor stock number indicate the brand is Greenworks. Please confirm the brand and correct the Packaging Description if this is a Greenworks product.,2018-12-12 18:46:36.0,packaging description list brand packaging vendor stock number indicate brand greenwork confirm brand correct packaging description greenwork product
11795543,1001,16,13,IPR Concern,IPR Concern; Change packaging description to Greenworks.,2018-12-12 18:44:16.0,change packaging description greenwork
11810723,1001,22,13,IPR Concern,IPR Concern; The certificate confirming women owned expires april first  please attach a document that covers the entry date of this item.,2018-12-12 16:42:59.0,certificate confirming woman owned expire april first attach document cover entry date item
11810723,1001,22,13,IPR Concern,IPR Concern; The certificate confirming women owned expires april first  please attach a document that covers the entry date of this item.,2018-12-12 16:42:59.0,certificate confirming woman owned expire april first attach document cover entry date item
11810723,1001,22,13,IPR Concern,IPR Concern; The certificate confirming women owned expires april first  please attach a document that covers the entry date of this item.,2018-12-12 16:42:59.0,certificate confirming woman owned expire april first attach document cover entry date item
11810723,1001,22,13,IPR Concern,IPR Concern; The certificate confirming women owned expires april first  please attach a document that covers the entry date of this item.,2018-12-12 16:42:59.0,certificate confirming woman owned expire april first attach document cover entry date item
9313848,1001,5,13,IPR Concern,IPR Concern; Please provide a trademark letter for Playstation 4,2018-12-12 14:05:22.0,provide trademark letter playstation
11080974,1001,72,13,IPR Concern,IPR Concern; Neither the supplier nor the manufacturer is registered with HDMI to use their technology. One must be registered to import this product. 12/14/16 JJ,2018-12-12 14:01:32.0,neither supplier manufacturer registered hdmi technology one must registered import product
12439201,1001,7,13,IPR Concern,IPR Concern; The trademark letter for JOJO is about to expire. Please provide an updated letter. 11/27/18 JJ,2018-12-11 15:26:55.0,trademark letter jojo expire provide updated letter
12409284,1001,7,13,IPR Concern,IPR Concern; Need TMLs for the 100 brands,2018-12-11 02:20:01.0,need tml brand
11469860,1001,3,13,IPR Concern,IPR Concern; ?	Please provide an updated use authorization for the Boys & Girls Club.,2018-12-10 21:30:07.0,provide updated authorization boy girl club
11470718,1001,3,13,IPR Concern,IPR Concern; ?	Please provide an updated use authorization for the Boys & Girls Club.,2018-12-10 20:34:03.0,provide updated authorization boy girl club
11467932,1001,3,13,IPR Concern,IPR Concern; ?	Please attach use authorization letter from the Boys & Girls club for 2018,2018-12-10 20:32:50.0,attach authorization letter boy girl club
11735596,1001,11,13,IPR Concern,IPR Concern; Change Packaging Description from Not Applicable to Hyper Tough. The packaging description should always reflect the brand name.,2018-12-10 15:18:33.0,change packaging description applicable hyper tough packaging description alway reflect brand name
11735596,1001,11,13,IPR Concern,IPR Concern; Please provide a certificate showing the item has been registered or advise the status of the bluetooth registration.,2018-12-10 15:18:33.0,provide certificate showing item registered advise status bluetooth registration
11728788,1001,16,13,IPR Concern,IPR Concern; Not applicable will not be accepted for the Packaging Description. Please change to Greenworks. Please provide a picture of packaging if available.,2018-12-10 14:12:33.0,applicable accepted packaging description change greenwork provide picture packaging available
12415142,1001,63,13,IPR Concern,IPR Concern; Brand,2018-12-10 09:17:29.0,brand
12408187,1001,63,13,IPR Concern,IPR Concern; Brand,2018-12-10 09:07:38.0,brand
12243403,1001,16,13,IPR Concern,IPR Concern; Vendor Labeling,2018-12-07 19:41:17.0,vendor labeling
12375362,1001,14,13,IPR Concern,"IPR Concern; if FLOWER is the brand name, please provide a trademark authorization letter from the owner of the brand that references the supplier in the quote as being authorized to use the FLOWER brand name on this product. If FLOWER is not the brand name and this is a no brand please remove FLOWER from any branding information in the quote.",2018-12-07 18:36:40.0,flower brand name provide trademark authorization letter owner brand reference supplier quote authorized flower brand name product flower brand name brand remove flower branding information quote
12375375,1001,14,13,IPR Concern,IPR Concern; if FLOWER is the brand name provide a trademark authorization letter from the owner of the brand that references the supplier inthe quote as being authorized to use the FLOWER brand name on this product. If FLOWER is not the brand name and this is a no brand please remove FLOWER from branding information,2018-12-07 18:36:40.0,flower brand name provide trademark authorization letter owner brand reference supplier inthe quote authorized flower brand name product flower brand name brand remove flower branding information
12413255,1001,94,13,IPR Concern,"IPR Concern; please verify trademarked varieties, if used attach tml",2018-12-07 12:53:51.0,verify trademarked variety used attach tml
12411527,1001,94,13,IPR Concern,"IPR Concern; Please verify trademarked varieties, and if being used attach TML",2018-12-06 20:27:32.0,verify trademarked variety used attach tml
12379220,1001,94,13,IPR Concern,"IPR Concern; Please verify if trademarked varieties will be used, and if so provide tml.",2018-12-06 20:09:28.0,verify trademarked variety used provide tml
12279560,1001,11,13,IPR Concern,IPR Concern; change packaging description to unbranded ,2018-12-06 14:57:38.0,change packaging description unbranded
11266470,1001,7,13,IPR Concern,IPR Concern; ?	Please attach use authorization for Incredibles,2018-12-06 03:48:19.0,attach authorization incredible
12248459,1001,79,13,IPR Concern,IPR Concern; Submit trademark letter that include Lullago trademark.,2018-12-05 22:28:15.0,submit trademark letter include lullago trademark
11638593,1001,7,13,IPR Concern,"IPR Concern; missing ipr for ford and song, plastic is not a valid material",2018-12-04 22:24:58.0,missing ipr ford song plastic valid material
12083105,1001,63,13,IPR Concern,"IPR Concern; Please attach Trademark Release Letter from Plow & Hearth allowing supplier to use ""Sky Curve"" and ""Hearth Song"". ",2018-12-04 14:32:06.0,attach trademark release letter plow hearth allowing supplier sky curve hearth song
12243046,1001,63,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Medal Sports,2018-12-03 23:38:48.0,attach trademark release letter medal sport
12243046,1001,63,13,IPR Concern,nan,2018-12-03 23:38:48.0,nan
12122345,1001,18,13,IPR Concern,IPR Concern; Please provide a picture and trademark letter for the battery. 08/17/18 JJ,2018-11-30 14:56:54.0,provide picture trademark letter battery
12065211,1001,63,13,IPR Concern,"IPR Concern; Please attach La-Z-Boy Trademark Release for the phrase ""Live Life Comfortably"". ",2018-11-30 02:03:28.0,attach boy trademark release phrase live life comfortably
12065211,1001,63,13,IPR Concern,"IPR Concern; Please attach La-Z-Boy Trademark Release for the phrase ""Live Life Comfortably"". ",2018-11-30 02:03:28.0,attach boy trademark release phrase live life comfortably
11659614,1001,46,13,IPR Concern,IPR Concern; Please attach a trademark release letter for Sunny Day that covers bath products,2018-11-29 22:33:47.0,attach trademark release letter sunny day cover bath product
11653194,1001,46,13,IPR Concern,IPR Concern; Please attach trademark release letters for Mug Root Beer and Fruit Gushers brands.,2018-11-29 22:14:41.0,attach trademark release letter mug root beer fruit gusher brand
11653455,1001,46,13,IPR Concern,"IPR Concern; Please attach a Disney FAMA for the quote factory SHENZHEN LANTERN SCIENCE CO.,LTD.",2018-11-29 18:54:24.0,attach disney fama quote factory shenzhen lantern science ltd
11574655,1001,16,13,IPR Concern,IPR Concern; Please verify if La Cocina trademark is owned by North Atlantic. ,2018-11-29 16:06:42.0,verify cocina trademark owned north atlantic
12277452,1001,3,13,IPR Concern,IPR Concern; Please provide a trademark letter for Pink Light Studios 11/26/18 JJ,2018-11-29 15:16:46.0,provide trademark letter pink light studio
12277480,1001,3,13,IPR Concern,IPR Concern; Please provide a trademark letter for Pink Light Studios 11/26/18 JJ,2018-11-29 15:16:44.0,provide trademark letter pink light studio
12277421,1001,3,13,IPR Concern,IPR Concern; Please provide a trademark letter for Pink Light Studio. 11/26/18 JJ,2018-11-29 15:16:30.0,provide trademark letter pink light studio
12369569,1001,3,13,IPR Concern,"IPR Concern; Missing Pink Light ""Good Vibes"" TML",2018-11-29 13:59:37.0,missing pink light good vibe tml
12277482,1001,3,13,IPR Concern,IPR Concern; Missing Mary Beth Rainbow Rules TML,2018-11-29 13:15:36.0,missing mary beth rainbow rule tml
12277490,1001,3,13,IPR Concern,IPR Concern; Need Pink Light Studios - Beach Vibes trademark release.,2018-11-29 13:15:35.0,need pink light studio beach vibe trademark release
12277468,1001,3,13,IPR Concern,"IPR Concern; Missing TML for Mary Beth ""Painterly Posh""",2018-11-29 13:15:32.0,missing tml mary beth painterly posh
11672678,1001,82,13,IPR Concern,IPR Concern; Please provide a trademark release letter for iWorld.,2018-11-29 01:36:38.0,provide trademark release letter iworld
12382009,1001,63,13,IPR Concern,IPR Concern; update brand,2018-11-27 23:44:47.0,update brand
10921482,1001,9,13,IPR Concern,IPR Concern; Please attach updated trademark release letters for Cree and Duracell.,2018-11-27 21:04:56.0,attach updated trademark release letter cree duracell
12440039,1001,14,13,IPR Concern,IPR Concern; needing TML for tritan,2018-11-27 18:21:13.0,needing tml tritan
12440030,1001,14,13,IPR Concern,IPR Concern; needing TML for tritan,2018-11-27 18:21:12.0,needing tml tritan
12398938,1001,7,13,IPR Concern,IPR Concern; The trademark letter for JOJO is about to expire. Please provide an updated letter. 11/27/18 JJ,2018-11-27 12:20:34.0,trademark letter jojo expire provide updated letter
11387052,1001,16,13,IPR Concern,"IPR Concern; Include pictures of the battery. If it is trademarked and not owned by supplier, a trademark letter will be required.",2018-11-27 06:28:49.0,include picture battery trademarked owned supplier trademark letter required
11476111,1001,3,13,IPR Concern,IPR Concern; Please attach clear pictures of Sharks and Planets.,2018-11-26 21:01:57.0,attach clear picture shark planet
12425641,1001,9,13,IPR Concern,"IPR Concern; Please verify if the ""Camo Print"" is trademarked. If yes, please attach Trademark Release Letter. If not trademarked, enter comments in Large Description. ",2018-11-26 16:37:35.0,verify camo print trademarked ye attach trademark release letter trademarked enter comment large description
12112225,1001,16,13,IPR Concern,"IPR Concern; Brand still reads ""Not Applicable""",2018-11-26 02:58:33.0,brand still read applicable
12112225,1001,16,13,IPR Concern,"IPR Concern; ""Not Applicable"" as the Brand Name is not acceptable. ",2018-11-26 02:58:33.0,applicable brand name acceptable
11546000,1001,94,13,IPR Concern,IPR Concern; ?Please provide a trademark letter for Dole.,2018-11-23 18:46:19.0,provide trademark letter dole
11477223,1001,7,13,IPR Concern,IPR Concern; Please provide a trademark letter for New Leader. Currently attached is just a letter that shows the dimensions of the battery. 09/19/17 JJ,2018-11-23 14:18:52.0,provide trademark letter new leader currently attached letter show dimension battery
11477223,1001,7,13,IPR Concern,IPR Concern; Please provide a letter allowing Innovative Designs to use New Leader in English. 09/25/17 JJ,2018-11-23 14:18:52.0,provide letter allowing innovative design new leader english
12368204,1001,16,13,IPR Concern,IPR Concern; Please attach a clear picture of the retail packaging. ,2018-11-23 14:03:55.0,attach clear picture retail packaging
12438630,1001,9,13,IPR Concern,IPR Concern; Please attach Trademark release letter ,2018-11-20 16:27:20.0,attach trademark release letter
11883953,1001,7,13,IPR Concern,IPR Concern; Use Authorization Updates,2018-11-20 15:29:59.0,authorization update
11883953,1001,7,13,IPR Concern,IPR Concern; Expired IPR. Paw Patrol. Spiderman. Trolls.,2018-11-20 15:29:59.0,expired ipr paw patrol spiderman troll
12149956,1001,9,13,IPR Concern,"IPR Concern; ACO is trademarked, please provide a trademark release letter",2018-11-20 09:35:01.0,aco trademarked provide trademark release letter
8362051,1001,7,13,IPR Concern,IPR Concern; We must have all variants listed to know all items included in the assortment. We will not be able to apply IPR letters correctly if we do not know which variants are included.,2018-11-20 08:15:39.0,must variant listed know item included assortment able apply ipr letter correctly know variant included
11745024,1001,7,13,IPR Concern,IPR Concern; ?	Please provide a use authorization release from Nickelodeon to Jada Toys for Sunny Day. ,2018-11-20 05:39:56.0,provide authorization release nickelodeon jada toy sunny day
11878388,1001,63,13,IPR Concern,IPR Concern; Please attach a Trademark Release letter for the battery.,2018-11-20 00:31:53.0,attach trademark release letter battery
12117707,1001,46,13,IPR Concern,IPR Concern; Vendor Labeling and Unbranded are not acceptable as the packaging description or brand since this product is branded. Both fields should be changed to Onyx or Onyx Professional. ,2018-11-19 21:36:23.0,vendor labeling unbranded acceptable packaging description brand since product branded field changed onyx onyx professional
12263224,1001,63,13,IPR Concern,"IPR Concern; We need the letters to be signed by an officer of the company, such as a Vice President, CEO, etc. Please remove the Kesheen letters, authorizing Creative Courtyards is sufficient permission",2018-11-19 20:02:04.0,need letter signed officer company vice president ceo etc remove kesheen letter authorizing creative courtyard sufficient permission
12263224,1001,63,13,IPR Concern,"IPR Concern; There are two multiple trademark release letters for Sunbrella attached with different expiration dates. Please only attach the letter with the expiration date we are intended to use, and please make sure the letter is signed by an officer of the company. The current letters are not signed by an officer of the company. Please remove all other letters so that only one valid letter is attached. ",2018-11-19 20:02:04.0,two multiple trademark release letter sunbrella attached different expiration date attach letter expiration date intended make sure letter signed officer company current letter signed officer company remove letter one valid letter attached
12101628,1001,14,13,IPR Concern,IPR Concern; Updated letters for the Whiting coating and the Pfluon coating.  The current ones attached are vendor stock number specific and do not list the VSNs that are in the quote.,2018-11-19 16:43:41.0,updated letter whiting coating pfluon coating current one attached vendor stock number specific list vsn quote
11905620,1001,7,13,IPR Concern,IPR Concern; TML needed for #Picstar. 8-13-18 dw,2018-11-19 01:51:06.0,tml needed picstar
